##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
3152	火眼骷髅+3	littlecard_0152.png	bigcard_0152.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	54	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	3
3153	火眼骷髅＋+3	littlecard_0152.png	bigcard_0152.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	3
3154	暴食者+3	littlecard_0154.png	bigcard_0154.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	3	1	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	51	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3155	暴食者＋+3	littlecard_0154.png	bigcard_0154.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	10	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3156	屌戈丝诺特+3	littlecard_0156.png	bigcard_0156.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	3	5	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_rogue_button.png	英雄进化	99	1	45	0	1	0	0	1	0	50	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	3
3157	屌戈丝诺特＋+3	littlecard_0156.png	bigcard_0156.png	icon_occupation_rogue_big.png	icon_occupation_base3.png	3	5	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_rogue_button.png	英雄进化	99	1	45	0	1	0	0	1	0	29	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	3
3158	寒冰之王+3	littlecard_0158.png	bigcard_0158.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1654	1	89	1329	1	71	69	76	721	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3159	寒冰之王＋+3	littlecard_0158.png	bigcard_0158.png	icon_occupation_mage_big.png	icon_occupation_base1.png	4	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1985	1	107	1596	1	86	11	76	721	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3160	巨魔战士+3	littlecard_0160.png	bigcard_0160.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	英雄进化	99	1	40	0	1	0	0	1	0	29	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	3
3161	巨魔法师+3	littlecard_0161.png	bigcard_0161.png	icon_occupation_mage_big.png	icon_occupation_base1.png	2	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	英雄进化	99	1	40	0	1	0	0	1	0	102	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	4	0	3
3162	巨魔萨满+3	littlecard_0162.png	bigcard_0162.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	2	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	英雄进化	99	1	40	0	1	0	0	1	0	23	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	0	0	3
3163	督军+3	littlecard_0163.png	bigcard_0163.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	3	3	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_shaman_button.png	英雄进化	99	1	45	0	1	0	0	1	0	63	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	3
3164	督军＋+3	littlecard_0163.png	bigcard_0163.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	3	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	英雄进化	99	1	45	0	1	0	0	1	0	105	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	3
3165	巫医+3	littlecard_0165.png	bigcard_0165.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	3	8	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	145	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3166	巫医＋+3	littlecard_0165.png	bigcard_0165.png	icon_occupation_priest_big.png	icon_occupation_base2.png	3	8	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	18	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3167	巨魔酋长+3	littlecard_0167.png	bigcard_0167.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	3	1	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	58	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	3
3168	巨魔酋长＋+3	littlecard_0167.png	bigcard_0167.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	29	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	3
3169	占水师+3	littlecard_0169.png	bigcard_0169.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	69	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	3
3170	占水师＋+3	littlecard_0169.png	bigcard_0169.png	icon_occupation_mage_big.png	icon_occupation_base3.png	3	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	17	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	3
3171	加塞瑞拉+3	littlecard_0171.png	bigcard_0171.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1654	1	89	1329	1	71	57	86	31	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3172	加塞瑞拉＋+3	littlecard_0171.png	bigcard_0171.png	icon_occupation_mage_big.png	icon_occupation_base1.png	4	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1985	1	107	1596	1	86	101	86	31	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3173	石窟德鲁伊+3	littlecard_0173.png	bigcard_0173.png	icon_occupation_druid_big.png	icon_occupation_base1.png	2	6	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_druid_button.png	英雄进化	99	1	40	0	1	0	0	1	0	22	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	0	0	3
3174	石窟猎人+3	littlecard_0174.png	bigcard_0174.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	2	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	英雄进化	99	1	40	0	1	0	0	1	0	10	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	2	0	3
3175	石窟盗贼+3	littlecard_0175.png	bigcard_0175.png	icon_occupation_rogue_big.png	icon_occupation_base1.png	2	5	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_rogue_button.png	英雄进化	99	1	40	0	1	0	0	1	0	11	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	5000	3
3176	巨石守护者+3	littlecard_0176.png	bigcard_0176.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	英雄进化	99	1	40	0	1	0	0	1	0	18	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	3
3177	巨蜥+3	littlecard_0177.png	bigcard_0177.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	2	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	英雄进化	99	1	40	0	1	0	0	1	0	101	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	3
3178	撸罗丝+3	littlecard_0178.png	bigcard_0178.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	3	6	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_druid_button.png	英雄进化	99	1	45	0	1	0	0	1	0	141	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	3
3179	撸罗丝＋+3	littlecard_0178.png	bigcard_0178.png	icon_occupation_druid_big.png	icon_occupation_base2.png	3	6	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_druid_button.png	英雄进化	99	1	45	0	1	0	0	1	0	105	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	3
3180	戈睿姆落哥+3	littlecard_0180.png	bigcard_0180.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	3	8	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	145	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3181	戈睿姆落哥＋+3	littlecard_0180.png	bigcard_0180.png	icon_occupation_priest_big.png	icon_occupation_base2.png	3	8	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	100	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3182	女巨人+3	littlecard_0182.png	bigcard_0182.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	140	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	3
3183	女巨人＋+3	littlecard_0182.png	bigcard_0182.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	3	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	22	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	3
3184	夹夹嗯+3	littlecard_0184.png	bigcard_0184.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	3	4	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_hunter_button.png	英雄进化	99	1	45	0	1	0	0	1	0	62	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	3
3185	夹夹嗯＋+3	littlecard_0184.png	bigcard_0184.png	icon_occupation_hunter_big.png	icon_occupation_base3.png	3	4	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_hunter_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	3
3186	上古巨人+3	littlecard_0186.png	bigcard_0186.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	4435	1	241	459	1	24	51	1	36	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3187	上古巨人＋+3	littlecard_0186.png	bigcard_0186.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	4	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	英雄进化	17	2	75	5321	1	289	553	1	28	22	1	36	400	2500	200	8500	0	0	0	0	-2000	0	3000	400	1	0	3
3188	人马猎人+3	littlecard_0188.png	bigcard_0188.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	2	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	英雄进化	99	1	40	0	1	0	0	1	0	29	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	2	0	3
3189	人马法师+3	littlecard_0189.png	bigcard_0189.png	icon_occupation_mage_big.png	icon_occupation_base1.png	2	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	英雄进化	99	1	40	0	1	0	0	1	0	20	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	4	0	3
3190	土元素+3	littlecard_0190.png	bigcard_0190.png	icon_occupation_hunter_big.png	icon_occupation_base2.png	2	4	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_hunter_button.png	英雄进化	99	1	40	0	1	0	0	1	0	22	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	2	0	3
3191	锐刺鞭笞者+3	littlecard_0191.png	bigcard_0191.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	3	4	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_hunter_button.png	英雄进化	99	1	45	0	1	0	0	1	0	62	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	3
3192	锐刺鞭笞者＋+3	littlecard_0191.png	bigcard_0191.png	icon_occupation_hunter_big.png	icon_occupation_base2.png	3	4	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_hunter_button.png	英雄进化	99	1	45	0	1	0	0	1	0	17	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	3
3193	腐烂元素+3	littlecard_0193.png	bigcard_0193.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	57	85	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	3
3194	腐烂元素＋+3	littlecard_0193.png	bigcard_0193.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	英雄进化	99	1	45	0	1	0	0	1	0	13	85	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	3
3195	冰巨人+3	littlecard_0195.png	bigcard_0195.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	53	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	3
3196	冰巨人＋+3	littlecard_0195.png	bigcard_0195.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	3	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	100	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	3
3197	地精工匠+3	littlecard_0197.png	bigcard_0197.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	140	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	3
3198	地精工匠＋+3	littlecard_0197.png	bigcard_0197.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	3	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	3
3199	玛拉得公主+3	littlecard_0199.png	bigcard_0199.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	4	6	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_druid_button.png	英雄进化	17	2	75	2364	1	128	1107	1	59	51	56	-1	400	2500	200	9200	0	500	500	0	0	0	0	0	1	0	3
3200	玛拉得公主＋+3	littlecard_0199.png	bigcard_0199.png	icon_occupation_druid_big.png	icon_occupation_base1.png	4	6	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_druid_button.png	英雄进化	17	2	75	2837	1	153	1329	1	71	20	56	-1	400	2500	200	9200	0	500	500	0	0	0	0	0	1	0	3
3201	红花+3	littlecard_0201.png	bigcard_0201.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	2	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	英雄进化	99	1	40	0	1	0	0	1	0	22	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	2	0	3
3202	绿花+3	littlecard_0202.png	bigcard_0202.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	2	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	英雄进化	99	1	40	0	1	0	0	1	0	18	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	2	0	3
3203	恶魔战士+3	littlecard_0203.png	bigcard_0203.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	英雄进化	99	1	40	0	1	0	0	1	0	10	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	3
3204	恶魔盗贼+3	littlecard_0204.png	bigcard_0204.png	icon_occupation_rogue_big.png	icon_occupation_base2.png	2	5	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_rogue_button.png	英雄进化	99	1	40	0	1	0	0	1	0	11	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	5000	3
3205	雷姆刺刺蹄+3	littlecard_0205.png	bigcard_0205.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	3	6	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_druid_button.png	英雄进化	99	1	45	0	1	0	0	1	0	51	55	-1	200	1200	200	8800	0	200	200	0	0	0	0	0	1	0	3
3206	雷姆刺刺蹄＋+3	littlecard_0205.png	bigcard_0205.png	icon_occupation_druid_big.png	icon_occupation_base3.png	3	6	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_druid_button.png	英雄进化	99	1	45	0	1	0	0	1	0	29	55	-1	200	1200	200	8800	0	200	200	0	0	0	0	0	1	0	3
3207	蕾丝射塔帝+3	littlecard_0207.png	bigcard_0207.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1654	1	89	1329	1	71	69	76	-1	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3208	蕾丝射塔帝＋+3	littlecard_0207.png	bigcard_0207.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	英雄进化	17	2	75	1985	1	107	1596	1	86	21	76	-1	400	2500	200	8900	0	0	1200	0	0	0	0	0	4	0	3
3209	伊摸塔+3	littlecard_0209.png	bigcard_0209.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	4	9	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	1772	1	94	1292	1	69	61	106	-1	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	3
3210	伊摸塔＋+3	littlecard_0209.png	bigcard_0209.png	icon_occupation_warlock_big.png	icon_occupation_base2.png	4	9	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warlock_button.png	英雄进化	17	2	75	2127	1	114	1551	1	84	13	106	-1	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	3
3211	践踏者+3	littlecard_0211.png	bigcard_0211.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	53	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	3
3212	践踏者＋+3	littlecard_0211.png	bigcard_0211.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	3	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	英雄进化	99	1	45	0	1	0	0	1	0	101	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	3
3213	埃隆霸波+3	littlecard_0213.png	bigcard_0213.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	4	6	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_druid_button.png	英雄进化	17	2	75	3547	1	191	737	1	39	141	61	-1	400	2500	200	8500	0	0	0	0	-1200	0	0	800	0	0	3
3214	埃隆霸波＋+3	littlecard_0213.png	bigcard_0213.png	icon_occupation_druid_big.png	icon_occupation_base2.png	4	6	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_druid_button.png	英雄进化	17	2	75	4257	1	231	885	1	46	11	61	-1	400	2500	200	8500	0	0	0	0	-1200	0	0	800	0	0	3
3215	哥多氪大王+3	littlecard_0215.png	bigcard_0215.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	3	1	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	51	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3216	哥多氪大王＋+3	littlecard_0215.png	bigcard_0215.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	3	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	0	-1	200	1200	200	8500	0	0	0	0	-900	0	2000	0	1	0	3
3217	变形者+3	littlecard_0217.png	bigcard_0217.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	4	6	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_druid_button.png	英雄进化	17	2	75	2660	1	144	1015	1	54	51	66	-1	400	2500	200	8500	0	400	0	0	-1000	-1000	0	0	1	0	3
3218	变形者＋+3	littlecard_0217.png	bigcard_0217.png	icon_occupation_druid_big.png	icon_occupation_base1.png	4	6	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_druid_button.png	英雄进化	17	2	75	3192	1	172	1218	1	66	23	66	-1	400	2500	200	8500	0	400	0	0	-1000	-1000	0	0	1	0	3
3219	巨魔男+3	littlecard_0219.png	bigcard_0219.png	icon_occupation_shaman_big.png	icon_occupation_base1.png	2	3	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_shaman_button.png	英雄进化	99	1	40	0	1	0	0	1	0	102	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	7	0	3
3220	巨魔女+3	littlecard_0220.png	bigcard_0220.png	icon_occupation_shaman_big.png	icon_occupation_base1.png	2	3	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_shaman_button.png	英雄进化	99	1	40	0	1	0	0	1	0	15	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	0	0	3
3221	小鬼+3	littlecard_0221.png	bigcard_0221.png	icon_occupation_warlock_big.png	icon_occupation_base1.png	2	9	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warlock_button.png	英雄进化	99	1	40	0	1	0	0	1	0	11	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	5	0	3
3222	小绿龙+3	littlecard_0222.png	bigcard_0222.png	icon_occupation_druid_big.png	icon_occupation_base1.png	2	6	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_druid_button.png	英雄进化	99	1	40	0	1	0	0	1	0	29	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	3
3223	小红龙+3	littlecard_0223.png	bigcard_0223.png	icon_occupation_mage_big.png	icon_occupation_base2.png	2	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	英雄进化	99	1	40	0	1	0	0	1	0	23	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	4	0	3
3224	塔利班阿恩+3	littlecard_0224.png	bigcard_0224.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	3	3	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_shaman_button.png	英雄进化	99	1	45	0	1	0	0	1	0	63	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	3
3225	塔利班阿恩＋+3	littlecard_0224.png	bigcard_0224.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	3	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	英雄进化	99	1	45	0	1	0	0	1	0	105	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	3
3226	预言者+3	littlecard_0226.png	bigcard_0226.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	3	8	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	145	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3227	预言者＋+3	littlecard_0226.png	bigcard_0226.png	icon_occupation_priest_big.png	icon_occupation_base3.png	3	8	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_priest_button.png	英雄进化	99	1	45	0	1	0	0	1	0	11	95	-1	200	1200	200	8500	0	0	0	500	0	0	0	0	0	0	3
3228	要拉唯握+3	littlecard_0228.png	bigcard_0228.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	4	6	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_druid_button.png	英雄进化	17	2	75	2364	1	128	1107	1	59	51	56	-1	400	2500	200	9200	0	500	500	0	0	0	0	0	1	0	3
3229	要拉唯握＋+3	littlecard_0228.png	bigcard_0228.png	icon_occupation_druid_big.png	icon_occupation_base3.png	4	6	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_druid_button.png	英雄进化	17	2	75	2837	1	153	1329	1	71	101	56	-1	400	2500	200	9200	0	500	500	0	0	0	0	0	1	0	3
3230	要塞卡耳+3	littlecard_0230.png	bigcard_0230.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	4	6	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_druid_button.png	英雄进化	17	2	75	3547	1	191	737	1	39	141	61	-1	400	2500	200	8500	0	0	0	0	-1200	0	0	800	0	0	3
