##怪物表																						
##[SC]怪物编号	[C]类型	[C]卡牌形象	[SC]生命	[S]攻击	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]普通技能编号	[S]高级技能编号	[S]获得经验	[S]获得金币	[S]掉落方案编号	[S]掉落方案编号2	[S]AI编号	[S]暴击伤害修正	[S]韧性
int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int	int	int	int	int	int	int
2167	0	85	3488	612	400	8500	-1200	0	0	0	-1000	0	0	1	218	0	0	2167	2167	-1	0	0
2168	0	86	1917	1510	400	8500	1300	0	0	0	-500	0	0	1	210	0	0	2168	2168	-1	0	0
2169	1	100	17442	1262	1500	8500	-300	0	0	0	0	-3500	0	5	261	432	4056	2169	2169	-1	0	0
2170	0	116	3554	624	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2170	2170	-1	0	0
2171	0	117	3554	624	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2171	2171	-1	0	0
2172	0	118	3554	624	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2172	2172	-1	0	0
2173	1	117	21326	584	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2173	2173	-1	0	0
2174	1	117	21326	584	1500	8500	-1000	0	0	0	-4500	0	0	1	218	432	4056	2174	2174	-1	0	0
2175	0	116	3621	635	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2175	2175	-1	0	0
2176	0	117	3621	635	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2176	2176	-1	0	0
2177	0	118	3621	635	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2177	2177	-1	0	0
2178	0	117	2170	1710	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2178	2178	-1	0	0
2179	1	120	20519	1429	1500	8500	500	0	0	0	-4000	0	0	1	251	432	4056	2179	2179	-1	0	0
2180	0	116	3687	647	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2180	2180	-1	0	0
2181	0	117	3687	647	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2181	2181	-1	0	0
2182	0	118	3687	647	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2182	2182	-1	0	0
2183	1	118	17697	970	1500	9000	0	0	0	0	0	-2500	0	3	219	0	0	2183	2183	-1	0	0
2184	1	118	17697	970	1500	9000	0	0	0	0	0	-2500	0	3	219	432	4056	2184	2184	-1	0	0
2185	0	116	3925	688	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2185	2185	-1	0	0
2186	0	117	3925	688	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2186	2186	-1	0	0
2187	0	118	3925	688	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2187	2187	-1	0	0
2188	0	118	11775	842	400	9300	-200	0	0	0	0	-1500	0	3	219	0	0	2188	2188	-1	0	0
2189	1	122	26690	1238	1500	10000	-300	0	0	0	0	-3500	0	4	269	450	4372	2189	2189	-1	0	0
2190	0	116	3996	700	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2190	2190	-1	0	0
2191	0	117	3996	700	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2191	2191	-1	0	0
2192	0	118	3996	700	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2192	2192	-1	0	0
2193	1	116	15984	1313	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2193	2193	-1	0	0
2194	1	116	15984	1313	1500	8500	0	0	0	0	0	-2500	0	5	215	450	4372	2194	2194	-1	0	0
2195	0	116	4067	713	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2195	2195	-1	0	0
2196	0	117	4067	713	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2196	2196	-1	0	0
2197	0	118	4067	713	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2197	2197	-1	0	0
2198	0	117	15249	545	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2198	2198	-1	0	0
2199	1	124	18431	1925	1500	8500	2500	0	0	0	-2000	0	0	1	250	450	4372	2199	2199	-1	0	0
2200	0	116	4138	725	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2200	2200	-1	0	0
2201	0	117	4138	725	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2201	2201	-1	0	0
2202	0	118	4138	725	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2202	2202	-1	0	0
2203	1	116	16551	1360	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2203	2203	-1	0	0
2204	1	118	13237	1632	1500	9000	0	0	0	0	0	-2500	0	3	219	450	4372	2204	2204	-1	0	0
2205	0	116	4362	765	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2205	2205	-1	0	0
2206	0	117	4362	765	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2206	2206	-1	0	0
2207	0	118	4362	765	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2207	2207	-1	0	0
2208	0	116	2616	2060	400	8500	-200	0	0	0	0	-1500	0	5	215	0	0	2208	2208	-1	0	0
2209	1	126	24718	1721	1500	8500	1000	0	0	0	0	-4000	0	1	342	468	4704	2209	2209	-1	0	0
2210	0	129	4437	778	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2210	2210	-1	0	0
2211	0	130	4437	778	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2211	2211	-1	0	0
2212	0	133	4437	778	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2212	2212	-1	0	0
2213	1	133	14789	1750	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	2213	2213	-1	0	0
2214	1	133	14789	1750	1500	8500	2000	0	0	0	-1000	0	0	1	210	468	4704	2214	2214	-1	0	0
2215	0	129	4512	791	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2215	2215	-1	0	0
2216	0	130	4512	791	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2216	2216	-1	0	0
2217	0	133	4512	791	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2217	2217	-1	0	0
2218	0	133	2818	2131	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	2218	2218	-1	0	0
2219	1	135	27070	1780	1500	13500	1000	0	0	0	-3000	0	0	2	262	468	4704	2219	2219	-1	0	0
2220	0	127	4586	804	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2220	2220	-1	0	0
2221	0	128	4586	804	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2221	2221	-1	0	0
2222	0	129	4586	804	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2222	2222	-1	0	0
2223	1	127	22932	1207	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2223	2223	-1	0	0
2224	1	128	15288	1809	1500	9000	0	0	0	0	0	-2500	0	3	214	468	4704	2224	2224	-1	0	0
2225	0	127	4798	841	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2225	2225	-1	0	0
2226	0	128	4798	841	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2226	2226	-1	0	0
2227	0	129	4798	841	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2227	2227	-1	0	0
2228	0	130	18744	644	400	8500	-1000	0	0	0	0	-4000	0	1	300	0	0	2228	2228	-1	0	0
2229	1	137	23033	2272	1500	10000	-300	0	0	0	0	-3500	0	3	259	486	5044	2229	2229	-1	0	0
2230	0	131	4876	855	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2230	2230	-1	0	0
2231	0	132	4876	855	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2231	2231	-1	0	0
2232	0	128	4876	855	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2232	2232	-1	0	0
2233	1	131	16256	1924	1500	9000	0	0	0	0	0	-2500	0	3	214	0	0	2233	2233	-1	0	0
2234	1	132	16256	1924	1500	8500	2000	0	0	0	-1000	0	0	1	210	486	5044	2234	2234	-1	0	0
2235	0	131	4954	868	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2235	2235	-1	0	0
2236	0	132	4954	868	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2236	2236	-1	0	0
2237	0	127	4954	868	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2237	2237	-1	0	0
2238	0	128	3095	2341	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2238	2238	-1	0	0
2239	1	139	29731	1955	1500	10000	-300	0	0	0	0	-3500	0	4	269	486	5044	2239	2239	-1	0	0
2240	0	129	5032	882	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2240	2240	-1	0	0
2241	0	130	5032	882	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2241	2241	-1	0	0
2242	0	131	5032	882	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2242	2242	-1	0	0
2243	1	129	31456	828	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2243	2243	-1	0	0
2244	1	130	20972	1655	1500	8500	-1000	0	0	0	0	-4500	0	1	300	486	5044	2244	2244	-1	0	0
2245	0	129	5235	918	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2245	2245	-1	0	0
2246	0	130	5235	918	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2246	2246	-1	0	0
2247	0	127	5235	918	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2247	2247	-1	0	0
2248	0	128	3272	2472	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	2248	2248	-1	0	0
2249	1	141	31414	2066	1500	8500	-1000	0	0	0	-5000	0	0	1	258	504	5400	2249	2249	-1	0	0
2250	0	128	5316	932	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2250	2250	-1	0	0
2251	0	130	5316	932	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2251	2251	-1	0	0
2252	0	127	5316	932	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2252	2252	-1	0	0
2253	1	128	17720	2097	1500	9000	0	0	0	0	0	-2500	0	3	214	0	0	2253	2253	-1	0	0
2254	1	130	33226	874	1500	8500	-1000	0	0	0	0	-4500	0	1	300	504	5400	2254	2254	-1	0	0
2255	0	128	5397	946	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	2255	2255	-1	0	0
2256	0	130	5397	946	400	8500	-1500	0	0	0	0	-1000	0	1	300	0	0	2256	2256	-1	0	0
2257	0	127	5397	946	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2257	2257	-1	0	0
2258	1	145	25906	2555	400	8500	-1000	0	0	0	0	-5000	0	1	253	0	0	2258	2258	-1	0	0
2259	1	143	48575	1065	1500	8500	-300	0	0	0	0	-3500	0	1	341	504	5400	2259	2259	-1	0	0
2260	0	148	5478	961	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2260	2260	-1	0	0
2261	0	149	5478	961	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2261	2261	-1	0	0
2262	0	147	5478	961	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	2262	2262	-1	0	0
2263	1	148	36978	901	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2263	2263	-1	0	0
2264	1	149	19721	2161	1500	8500	0	0	0	0	0	-2500	0	5	215	504	5400	2264	2264	-1	0	0
2265	0	148	5672	995	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2265	2265	-1	0	0
2266	0	149	5672	995	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2266	2266	-1	0	0
2267	0	146	5672	995	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2267	2267	-1	0	0
2268	0	147	3827	2679	400	8500	-200	0	0	0	0	-1500	0	5	221	0	0	2268	2268	-1	0	0
2269	1	151	36871	2237	1500	8500	1000	0	0	0	0	-4000	0	7	263	522	5580	2269	2269	-1	0	0
2270	0	146	5755	1010	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2270	2270	-1	0	0
2271	0	147	5755	1010	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	2271	2271	-1	0	0
2272	0	148	5755	1010	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2272	2272	-1	0	0
2273	1	146	38849	945	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2273	2273	-1	0	0
2274	1	147	20718	2271	1500	8500	0	0	0	0	0	-2500	0	5	221	522	5580	2274	2274	-1	0	0
2275	0	146	5839	1024	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2275	2275	-1	0	0
2276	0	147	5839	1024	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	2276	2276	-1	0	0
2277	0	148	5839	1024	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2277	2277	-1	0	0
2278	0	149	24632	782	400	8500	-200	0	0	0	0	-1500	0	5	215	0	0	2278	2278	-1	0	0
2279	1	153	30359	2765	1500	10000	-300	0	0	0	0	-3500	0	3	254	522	5580	2279	2279	-1	0	0
2280	0	117	5922	1039	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2280	2280	-1	0	0
2281	0	146	5922	1039	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2281	2281	-1	0	0
2282	0	149	5922	1039	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2282	2282	-1	0	0
2283	1	117	39975	973	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2283	2283	-1	0	0
2284	1	146	39975	973	1500	8500	-1000	0	0	0	-4500	0	0	1	218	522	5580	2284	2284	-1	0	0
2285	0	117	6109	1071	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2285	2285	-1	0	0
2286	0	146	6109	1071	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2286	2286	-1	0	0
2287	0	148	6109	1071	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2287	2287	-1	0	0
2288	0	149	4121	2885	400	8500	-200	0	0	0	0	-1500	0	5	215	0	0	2288	2288	-1	0	0
2289	1	155	39710	2410	1500	8500	-1000	0	0	0	-5000	0	0	1	251	540	5760	2289	2289	-1	0	0
2290	0	116	6194	1086	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2290	2290	-1	0	0
2291	0	117	6194	1086	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2291	2291	-1	0	0
2292	0	118	6194	1086	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2292	2292	-1	0	0
2293	1	116	33449	1629	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	2293	2293	-1	0	0
2294	1	117	41810	1018	1500	8500	-1000	0	0	0	-4500	0	0	1	218	540	5760	2294	2294	-1	0	0
2295	0	116	6280	1101	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2295	2295	-1	0	0
2296	0	117	6280	1101	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2296	2296	-1	0	0
2297	0	118	6280	1101	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2297	2297	-1	0	0
2298	0	146	26491	842	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2298	2298	-1	0	0
2299	1	157	32649	2973	1500	8500	2500	0	0	0	-2000	0	0	1	250	540	5760	2299	2299	-1	0	0
2300	0	147	6365	1116	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	2300	2300	-1	0	0
2301	0	116	6365	1116	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2301	2301	-1	0	0
2302	0	118	6365	1116	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2302	2302	-1	0	0
2303	1	147	28643	2093	1500	8500	0	0	0	0	0	-2500	0	5	221	0	0	2303	2303	-1	0	0
2304	1	116	28643	2093	1500	8500	0	0	0	0	0	-2500	0	5	215	540	5760	2304	2304	-1	0	0
2305	0	147	6546	1148	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	2305	2305	-1	0	0
2306	0	116	6546	1148	400	8700	-1400	0	0	0	0	-300	0	5	215	0	0	2306	2306	-1	0	0
2307	0	118	6546	1148	400	8700	-1400	0	0	0	0	-300	0	3	219	0	0	2307	2307	-1	0	0
2308	0	117	27614	878	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2308	2308	-1	0	0
2309	1	159	34039	3100	1500	10000	-300	0	0	0	0	-3500	0	4	269	558	5940	2309	2309	-1	0	0
2310	0	174	6633	1163	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2310	2310	-1	0	0
2311	0	175	6633	1163	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2311	2311	-1	0	0
2312	0	177	6633	1163	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2312	2312	-1	0	0
2313	1	174	23878	2617	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2313	2313	-1	0	0
2314	1	175	23878	2617	1500	8500	2000	0	0	0	-1000	0	0	1	210	558	5940	2314	2314	-1	0	0
2315	0	173	6720	1178	400	8500	-1400	0	0	0	-500	0	0	1	306	0	0	2315	2315	-1	0	0
2316	0	174	6720	1178	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2316	2316	-1	0	0
2317	0	175	6720	1178	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2317	2317	-1	0	0
2318	0	177	28347	901	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2318	2318	-1	0	0
2319	1	179	34942	3182	1500	8500	500	0	0	0	-4000	0	0	1	346	558	5940	2319	2319	-1	0	0
2320	0	173	6807	1194	400	8500	-1400	0	0	0	-500	0	0	1	306	0	0	2320	2320	-1	0	0
2321	0	175	6807	1194	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2321	2321	-1	0	0
2322	0	177	6807	1194	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2322	2322	-1	0	0
2323	1	173	30630	2238	1500	8500	500	0	0	0	-3500	0	0	1	306	0	0	2323	2323	-1	0	0
2324	1	175	24504	2686	1500	8500	2000	0	0	0	-1000	0	0	1	210	558	5940	2324	2324	-1	0	0
2325	0	173	6982	1225	400	8500	-1400	0	0	0	-500	0	0	1	306	0	0	2325	2325	-1	0	0
2326	0	174	6982	1225	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2326	2326	-1	0	0
2327	0	175	6982	1225	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2327	2327	-1	0	0
2328	0	177	29457	936	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2328	2328	-1	0	0
2329	1	181	36309	3307	1500	8500	-300	0	0	0	0	-3500	0	1	345	576	6120	2329	2329	-1	0	0
2330	0	176	7070	1240	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2330	2330	-1	0	0
2331	0	176	7070	1240	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2331	2331	-1	0	0
2332	0	177	7070	1240	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2332	2332	-1	0	0
2333	1	176	47725	1162	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2333	2333	-1	0	0
2334	1	176	47725	1162	1500	8500	-1000	0	0	0	-4500	0	0	1	211	576	6120	2334	2334	-1	0	0
2335	0	176	7158	1256	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2335	2335	-1	0	0
2336	0	176	7158	1256	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2336	2336	-1	0	0
2337	0	176	7158	1256	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2337	2337	-1	0	0
2338	0	176	30200	960	400	8500	-1000	0	0	0	-4000	0	0	1	211	0	0	2338	2338	-1	0	0
2339	1	183	37224	3390	1500	8500	-1000	0	0	0	0	-5000	0	1	340	576	6120	2339	2339	-1	0	0
2340	0	174	7246	1271	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2340	2340	-1	0	0
2341	0	177	7246	1271	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2341	2341	-1	0	0
2342	0	175	7246	1271	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2342	2342	-1	0	0
2343	1	174	26088	2860	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	2343	2343	-1	0	0
2344	1	177	48913	1191	1500	8500	-1000	0	0	0	-4500	0	0	1	218	576	6120	2344	2344	-1	0	0
2345	0	173	7419	1301	400	8500	-1400	0	0	0	-500	0	0	1	306	0	0	2345	2345	-1	0	0
2346	0	174	7419	1301	400	8700	-1200	0	0	0	-500	0	0	2	222	0	0	2346	2346	-1	0	0
2347	0	175	7419	1301	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	2347	2347	-1	0	0
2348	0	177	31300	995	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2348	2348	-1	0	0
2349	1	185	38579	3514	1500	13500	1000	0	0	0	-3000	0	0	2	262	594	6300	2349	2349	-1	0	0
2350	0	176	7508	1317	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2350	2350	-1	0	0
2351	0	176	7508	1317	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2351	2351	-1	0	0
2352	0	177	7508	1317	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2352	2352	-1	0	0
2353	1	176	50679	1234	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2353	2353	-1	0	0
2354	1	176	50679	1234	1500	8500	-1000	0	0	0	-4500	0	0	1	211	594	6300	2354	2354	-1	0	0
2355	0	176	7597	1332	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2355	2355	-1	0	0
2356	0	176	7597	1332	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2356	2356	-1	0	0
2357	0	176	7597	1332	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2357	2357	-1	0	0
2358	0	176	5125	3588	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2358	2358	-1	0	0
2359	1	187	49382	2999	1500	8500	-1000	0	0	0	-5000	0	0	1	251	594	6300	2359	2359	-1	0	0
2360	0	177	7686	1348	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2360	2360	-1	0	0
2361	0	160	7686	1348	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2361	2361	-1	0	0
2362	0	162	7686	1348	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2362	2362	-1	0	0
2363	1	177	51879	1263	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2363	2363	-1	0	0
2364	1	160	51879	1263	1500	8500	-1000	0	0	0	-4500	0	0	1	218	594	6300	2364	2364	-1	0	0
2365	0	177	7856	1378	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2365	2365	-1	0	0
2366	0	160	7856	1378	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2366	2366	-1	0	0
2367	0	161	7856	1378	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2367	2367	-1	0	0
2368	0	162	5302	3711	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	2368	2368	-1	0	0
2369	1	164	51067	3100	1500	8500	1000	0	0	0	0	-4000	0	7	263	612	6480	2369	2369	-1	0	0
2370	0	161	7945	1394	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2370	2370	-1	0	0
2371	0	177	7945	1394	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2371	2371	-1	0	0
2372	0	160	7945	1394	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2372	2372	-1	0	0
2373	1	161	28602	3136	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	2373	2373	-1	0	0
2374	1	177	53631	1306	1500	8500	-1000	0	0	0	-4500	0	0	1	218	612	6480	2374	2374	-1	0	0
2375	0	161	8035	1409	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2375	2375	-1	0	0
2376	0	177	8035	1409	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2376	2376	-1	0	0
2377	0	160	8035	1409	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2377	2377	-1	0	0
2378	0	162	5423	3796	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	2378	2378	-1	0	0
2379	1	166	52228	3170	1500	8500	-300	0	0	0	0	-3500	0	1	345	612	6480	2379	2379	-1	0	0
2380	0	160	8124	1425	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2380	2380	-1	0	0
2381	0	177	8124	1425	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2381	2381	-1	0	0
2382	0	162	8124	1425	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2382	2382	-1	0	0
2383	1	160	54838	1336	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	2383	2383	-1	0	0
2384	1	177	54838	1336	1500	8500	-1000	0	0	0	-4500	0	0	1	218	612	6480	2384	2384	-1	0	0
2385	0	160	8293	1454	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2385	2385	-1	0	0
2386	0	177	8293	1454	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2386	2386	-1	0	0
2387	0	161	8293	1454	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2387	2387	-1	0	0
2388	0	162	5596	3917	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	2388	2388	-1	0	0
2389	1	168	53906	3272	1500	8500	-1000	0	0	0	-5000	0	0	1	258	630	6660	2389	2389	-1	0	0
2390	0	161	8383	1470	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2390	2390	-1	0	0
2391	0	162	8383	1470	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2391	2391	-1	0	0
2392	0	177	8383	1470	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2392	2392	-1	0	0
2393	1	161	30174	3308	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	2393	2393	-1	0	0
2394	1	162	45266	2205	1500	8500	0	0	0	0	0	-3500	0	1	302	630	6660	2394	2394	-1	0	0
2395	0	160	8472	1485	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2395	2395	-1	0	0
2396	0	161	8472	1485	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2396	2396	-1	0	0
2397	0	162	8472	1485	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2397	2397	-1	0	0
2398	0	177	35741	1137	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2398	2398	-1	0	0
2399	1	170	44050	4012	1500	10000	-300	0	0	0	0	-3500	0	4	269	630	6660	2399	2399	-1	0	0
2400	0	162	8562	1501	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2400	2400	-1	0	0
2401	0	177	8562	1501	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	2401	2401	-1	0	0
2402	0	161	8562	1501	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2402	2402	-1	0	0
2403	1	177	57791	1408	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	2403	2403	-1	0	0
2404	1	162	30819	3379	1500	8500	0	0	0	0	0	-3500	0	1	302	630	6660	2404	2404	-1	0	0
2405	0	160	8730	1531	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	2405	2405	-1	0	0
2406	0	161	8730	1531	400	8700	-1400	0	0	0	0	-300	0	4	229	0	0	2406	2406	-1	0	0
2407	0	162	8730	1531	400	8500	-1200	0	0	0	0	-500	0	1	302	0	0	2407	2407	-1	0	0
2408	0	177	36828	1171	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	2408	2408	-1	0	0
2409	1	172	45396	4135	1500	8500	0	0	0	0	0	0	0	4	257	648	6840	2409	2409	-1	0	0
