##卡牌进化表														
##[SC]卡牌编号	[SC]套装编号	[SC]进化后编号	[SC]进化需求等级	所需类型	所需卡牌1id	所需卡牌2id	所需卡牌3id	所需卡牌4id	所需卡牌5id	进化后当前等级	进化后技能等级	队长技替换几率	花费金币	花费符石
##index(0)														
int	int	int	int	int	string	string	string	string	string	int	int	int	int	int
2474	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2475	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2476	-1	3476	70	1	477	-1	-1	-1	-1	70	0	0	200000	0
2477	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2478	-1	3478	70	1	479	-1	-1	-1	-1	70	0	0	200000	0
2479	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2480	-1	3480	70	1	481	-1	-1	-1	-1	70	0	0	200000	0
2481	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2482	-1	3482	85	1	483	-1	-1	-1	-1	85	0	0	2000000	0
2483	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2484	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2485	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2486	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2487	-1	3487	70	1	488	-1	-1	-1	-1	70	0	0	200000	0
2488	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2489	-1	3489	70	1	490	-1	-1	-1	-1	70	0	0	200000	0
2490	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2491	-1	3491	85	1	492	-1	-1	-1	-1	85	0	0	2000000	0
2492	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2493	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2494	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2495	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2496	-1	3496	85	1	497	-1	-1	-1	-1	85	0	0	2000000	0
2497	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2498	-1	3498	70	1	499	-1	-1	-1	-1	70	0	0	200000	0
2499	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2500	-1	3500	70	1	501	-1	-1	-1	-1	70	0	0	200000	0
2501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2502	-1	3502	70	1	503	-1	-1	-1	-1	70	0	0	200000	0
2503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2504	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2505	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2506	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2508	-1	3508	70	1	509	-1	-1	-1	-1	70	0	0	200000	0
2509	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2510	-1	3510	70	1	511	-1	-1	-1	-1	70	0	0	200000	0
2511	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2512	-1	3512	85	1	513	-1	-1	-1	-1	85	0	0	2000000	0
2513	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2514	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2515	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2517	-1	3517	85	1	518	-1	-1	-1	-1	85	0	0	2000000	0
2518	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2519	-1	3519	85	1	520	-1	-1	-1	-1	85	0	0	2000000	0
2520	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2521	-1	3521	70	1	522	-1	-1	-1	-1	70	0	0	200000	0
2522	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2523	-1	3523	70	1	524	-1	-1	-1	-1	70	0	0	200000	0
2524	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2525	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2526	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2527	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2528	-1	3528	85	1	529	-1	-1	-1	-1	85	0	0	2000000	0
2529	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2530	-1	3530	70	1	531	-1	-1	-1	-1	70	0	0	200000	0
2531	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2532	-1	3532	70	1	533	-1	-1	-1	-1	70	0	0	200000	0
2533	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2535	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2536	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2537	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2538	-1	3538	70	1	539	-1	-1	-1	-1	70	0	0	200000	0
2539	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2540	-1	3540	85	1	541	-1	-1	-1	-1	85	0	0	2000000	0
2541	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2542	-1	3542	70	1	543	-1	-1	-1	-1	70	0	0	200000	0
2543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2544	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2545	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2546	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2547	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2548	-1	3548	85	1	549	-1	-1	-1	-1	85	0	0	2000000	0
2549	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2550	-1	3550	85	1	551	-1	-1	-1	-1	85	0	0	2000000	0
2551	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2552	-1	3552	70	1	553	-1	-1	-1	-1	70	0	0	200000	0
2553	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2554	-1	3554	70	1	555	-1	-1	-1	-1	70	0	0	200000	0
2555	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2556	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2557	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2559	-1	3559	70	1	560	-1	-1	-1	-1	70	0	0	200000	0
2560	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2561	-1	3561	85	1	562	-1	-1	-1	-1	85	0	0	2000000	0
2562	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2563	-1	3563	85	1	564	-1	-1	-1	-1	85	0	0	2000000	0
2564	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2565	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2566	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2567	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2568	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2569	-1	3569	70	1	570	-1	-1	-1	-1	70	0	0	200000	0
2570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2571	-1	3571	70	1	572	-1	-1	-1	-1	70	0	0	200000	0
2572	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2573	-1	3573	70	1	574	-1	-1	-1	-1	70	0	0	200000	0
2574	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2575	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2576	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2577	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2578	-1	3578	70	1	579	-1	-1	-1	-1	70	0	0	200000	0
2579	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2580	-1	3580	85	1	581	-1	-1	-1	-1	85	0	0	2000000	0
2581	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2582	-1	3582	70	1	583	-1	-1	-1	-1	70	0	0	200000	0
2583	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2584	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2585	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2586	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2588	-1	3588	70	1	589	-1	-1	-1	-1	70	0	0	200000	0
2589	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2590	-1	3590	70	1	591	-1	-1	-1	-1	70	0	0	200000	0
2591	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2592	-1	3592	85	1	593	-1	-1	-1	-1	85	0	0	2000000	0
2593	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2594	-1	3594	70	1	595	-1	-1	-1	-1	70	0	0	200000	0
2595	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2596	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2597	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2598	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2599	-1	3599	85	1	600	-1	-1	-1	-1	85	0	0	2000000	0
2600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2601	-1	3601	85	1	602	-1	-1	-1	-1	85	0	0	2000000	0
2602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2603	-1	3603	70	1	604	-1	-1	-1	-1	70	0	0	200000	0
2604	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2605	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2607	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2608	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2609	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2610	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2611	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2612	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2613	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2614	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2616	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2617	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2618	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2619	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2621	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2622	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2623	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2624	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2626	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2627	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2629	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2630	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2631	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2632	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2633	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2634	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2635	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2636	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2637	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2638	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2639	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2640	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2641	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2642	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2643	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2644	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2645	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2646	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2647	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2648	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2650	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2651	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2652	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2653	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2655	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2656	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2658	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2659	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2660	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2661	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2662	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2663	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2664	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2665	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2668	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2669	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2670	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2671	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2672	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2673	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2674	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2675	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2676	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2677	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2678	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2679	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2680	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2681	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2682	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2683	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2684	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2685	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2686	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2687	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2688	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2689	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2690	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2691	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2692	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2694	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2695	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2696	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2698	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2699	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2703	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2704	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2707	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2708	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2709	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2710	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2711	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2712	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2714	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2715	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2716	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2718	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2719	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2720	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2721	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2722	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2723	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2724	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2726	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2727	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2728	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2729	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2730	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2731	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2732	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2733	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2734	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2735	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2737	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2738	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2739	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2740	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2741	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2742	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2743	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2745	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2746	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2747	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2748	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2749	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2751	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2752	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2753	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2754	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2755	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2756	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2757	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2758	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2759	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2760	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2761	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2762	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2763	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2764	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2765	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2766	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2767	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2768	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2769	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2770	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2771	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2772	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2773	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2774	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2775	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2776	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2777	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2778	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2779	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2780	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2781	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2782	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2783	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2784	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2785	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2786	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2787	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2788	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2789	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2790	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2791	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2793	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2794	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2795	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2796	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2797	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2798	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2804	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2805	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2807	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2808	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2809	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2812	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
2813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
