##队长技能表											
##[SC]技能编号	[C]技能名称	[C]技能描述	[SC]影响职业	[S]影响属性类型	[S]影响属性参数	[S]影响属性参数+	[S]影响属性参数++	[S]影响属性参数+++	[S]影响属性参数++++	队长技品级	队长技类型
##index(0)											
int	string	string	string	string	string	string	string	string	string	int	int
702	高级攻击协调	中量增加法师物攻伤害	7	3	720	936	1152	1368	1584	3	1
703	大师攻击协调	大量增加法师物攻伤害	7	3	900	1170	1440	1710	1980	4	1
704	宗师攻击协调	巨量增加法师物攻伤害	7	3	1080	1404	1728	2052	2376	5	1
705	初级法力解放	微量增加法师法攻伤害	7	4	360	468	576	684	792	1	1
706	中级法力解放	少量增加法师法攻伤害	7	4	540	702	864	1026	1188	2	1
707	高级法力解放	中量增加法师法攻伤害	7	4	720	936	1152	1368	1584	3	1
708	大师法力解放	大量增加法师法攻伤害	7	4	900	1170	1440	1710	1980	4	1
709	宗师法力解放	巨量增加法师法攻伤害	7	4	1080	1404	1728	2052	2376	5	1
710	初级召唤餐桌	微量增加法师治疗效果	7	5	360	468	576	684	792	1	1
711	中级召唤餐桌	少量增加法师治疗效果	7	5	540	702	864	1026	1188	2	1
712	高级召唤餐桌	中量增加法师治疗效果	7	5	720	936	1152	1368	1584	3	1
713	大师召唤餐桌	大量增加法师治疗效果	7	5	900	1170	1440	1710	1980	4	1
714	宗师召唤餐桌	巨量增加法师治疗效果	7	5	1080	1404	1728	2052	2376	5	1
715	初级心灵之眼	微量增加法师暴击几率	7	0	360	468	576	684	792	1	1
716	中级心灵之眼	少量增加法师暴击几率	7	0	540	702	864	1026	1188	2	1
717	高级心灵之眼	中量增加法师暴击几率	7	0	720	936	1152	1368	1584	3	1
718	大师心灵之眼	大量增加法师暴击几率	7	0	900	1170	1440	1710	1980	4	1
719	宗师心灵之眼	巨量增加法师暴击几率	7	0	1080	1404	1728	2052	2376	5	1
720	初级气定神闲	微量增加法师命中几率	7	1	360	468	576	684	792	1	1
721	中级气定神闲	少量增加法师命中几率	7	1	540	702	864	1026	1188	2	1
722	高级气定神闲	中量增加法师命中几率	7	1	720	936	1152	1368	1584	3	1
723	大师气定神闲	大量增加法师命中几率	7	1	900	1170	1440	1710	1980	4	1
724	宗师气定神闲	巨量增加法师命中几率	7	1	1080	1404	1728	2052	2376	5	1
725	初级第六感应	微量增加法师闪避几率	7	2	288	374.4	460.8	547.2	633.6	1	1
726	中级第六感应	少量增加法师闪避几率	7	2	432	561.6	691.2	820.8	950.4	2	1
727	高级第六感应	中量增加法师闪避几率	7	2	576	748.8	921.6	1094.4	1267.2	3	1
728	大师第六感应	大量增加法师闪避几率	7	2	720	936	1152	1368	1584	4	1
729	宗师第六感应	巨量增加法师闪避几率	7	2	864	1123.2	1382.4	1641.6	1900.8	5	1
730	初级法力意志	微量增加法师法抗	7	7	-360	-468	-576	-684	-792	1	1
731	中级法力意志	少量增加法师法抗	7	7	-540	-702	-864	-1026	-1188	2	1
732	高级法力意志	中量增加法师法抗	7	7	-720	-936	-1152	-1368	-1584	3	1
733	大师法力意志	大量增加法师法抗	7	7	-900	-1170	-1440	-1710	-1980	4	1
734	宗师法力意志	巨量增加法师法抗	7	7	-1080	-1404	-1728	-2052	-2376	5	1
735	初级时光护盾	微量增加法师物抗	7	6	-360	-468	-576	-684	-792	1	1
736	中级时光护盾	少量增加法师物抗	7	6	-540	-702	-864	-1026	-1188	2	1
737	高级时光护盾	中量增加法师物抗	7	6	-720	-936	-1152	-1368	-1584	3	1
738	大师时光护盾	大量增加法师物抗	7	6	-900	-1170	-1440	-1710	-1980	4	1
739	宗师时光护盾	巨量增加法师物抗	7	6	-1080	-1404	-1728	-2052	-2376	5	1
740	初级法术护甲	微量增加法师韧性	7	9	360	468	576	684	792	1	1
741	中级法术护甲	少量增加法师韧性	7	9	540	702	864	1026	1188	2	1
742	高级法术护甲	中量增加法师韧性	7	9	720	936	1152	1368	1584	3	1
743	大师法术护甲	大量增加法师韧性	7	9	900	1170	1440	1710	1980	4	1
744	宗师法术护甲	巨量增加法师韧性	7	9	1080	1404	1728	2052	2376	5	1
745	初级共生术	微量增加法师被治疗	7	8	720	936	1152	1368	1584	1	1
746	中级共生术	少量增加法师被治疗	7	8	1080	1404	1728	2052	2376	2	1
747	高级共生术	中量增加法师被治疗	7	8	1440	1872	2304	2736	3168	3	1
748	大师共生术	大量增加法师被治疗	7	8	1800	2340	2880	3420	3960	4	1
749	宗师共生术	巨量增加法师被治疗	7	8	2160	2808	3456	4104	4752	5	1
750		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
751		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
752		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
753		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
754		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
755		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
756		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
757		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
758		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
759		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
760		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
761		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
762		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
763		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
764		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
765		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
766		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
767		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
768		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
769		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
770		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
771		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
772		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
773		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
774		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
775		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
776		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
777		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
778		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
779		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
780		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
781		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
782		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
783		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
784		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
785		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
786		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
787		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
788		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
789		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
790		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
791		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
792		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
793		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
794		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
795		微量增加法师0	7	0	720	936	1152	1368	1584	1	1
796		少量增加法师0	7	0	1080	1404	1728	2052	2376	2	1
797		中量增加法师0	7	0	1440	1872	2304	2736	3168	3	1
798		大量增加法师0	7	0	1800	2340	2880	3420	3960	4	1
799		巨量增加法师0	7	0	2160	2808	3456	4104	4752	5	1
800	初级精神鞭笞	微量增加牧师物攻伤害	8	3	360	468	576	684	792	1	1
801	中级精神鞭笞	少量增加牧师物攻伤害	8	3	540	702	864	1026	1188	2	1
802	高级精神鞭笞	中量增加牧师物攻伤害	8	3	720	936	1152	1368	1584	3	1
803	大师精神鞭笞	大量增加牧师物攻伤害	8	3	900	1170	1440	1710	1980	4	1
804	宗师精神鞭笞	巨量增加牧师物攻伤害	8	3	1080	1404	1728	2052	2376	5	1
805	初级魔力增幅	微量增加牧师法攻伤害	8	4	360	468	576	684	792	1	1
806	中级魔力增幅	少量增加牧师法攻伤害	8	4	540	702	864	1026	1188	2	1
807	高级魔力增幅	中量增加牧师法攻伤害	8	4	720	936	1152	1368	1584	3	1
808	大师魔力增幅	大量增加牧师法攻伤害	8	4	900	1170	1440	1710	1980	4	1
809	宗师魔力增幅	巨量增加牧师法攻伤害	8	4	1080	1404	1728	2052	2376	5	1
810	初级牧师祷言	微量增加牧师治疗效果	8	5	360	468	576	684	792	1	1
811	中级牧师祷言	少量增加牧师治疗效果	8	5	540	702	864	1026	1188	2	1
812	高级牧师祷言	中量增加牧师治疗效果	8	5	720	936	1152	1368	1584	3	1
813	大师牧师祷言	大量增加牧师治疗效果	8	5	900	1170	1440	1710	1980	4	1
814	宗师牧师祷言	巨量增加牧师治疗效果	8	5	1080	1404	1728	2052	2376	5	1
815	初级神圣之星	微量增加牧师暴击几率	8	0	360	468	576	684	792	1	1
816	中级神圣之星	少量增加牧师暴击几率	8	0	540	702	864	1026	1188	2	1
817	高级神圣之星	中量增加牧师暴击几率	8	0	720	936	1152	1368	1584	3	1
818	大师神圣之星	大量增加牧师暴击几率	8	0	900	1170	1440	1710	1980	4	1
819	宗师神圣之星	巨量增加牧师暴击几率	8	0	1080	1404	1728	2052	2376	5	1
820	初级全神贯注	微量增加牧师命中几率	8	1	360	468	576	684	792	1	1
821	中级全神贯注	少量增加牧师命中几率	8	1	540	702	864	1026	1188	2	1
822	高级全神贯注	中量增加牧师命中几率	8	1	720	936	1152	1368	1584	3	1
823	大师全神贯注	大量增加牧师命中几率	8	1	900	1170	1440	1710	1980	4	1
824	宗师全神贯注	巨量增加牧师命中几率	8	1	1080	1404	1728	2052	2376	5	1
825	初级幻隐之态	微量增加牧师闪避几率	8	2	288	374.4	460.8	547.2	633.6	1	1
826	中级幻隐之态	少量增加牧师闪避几率	8	2	432	561.6	691.2	820.8	950.4	2	1
827	高级幻隐之态	中量增加牧师闪避几率	8	2	576	748.8	921.6	1094.4	1267.2	3	1
828	大师幻隐之态	大量增加牧师闪避几率	8	2	720	936	1152	1368	1584	4	1
829	宗师幻隐之态	巨量增加牧师闪避几率	8	2	864	1123.2	1382.4	1641.6	1900.8	5	1
830	初级魔力洞察	微量增加牧师法抗	8	7	-360	-468	-576	-684	-792	1	1
831	中级魔力洞察	少量增加牧师法抗	8	7	-540	-702	-864	-1026	-1188	2	1
832	高级魔力洞察	中量增加牧师法抗	8	7	-720	-936	-1152	-1368	-1584	3	1
833	大师魔力洞察	大量增加牧师法抗	8	7	-900	-1170	-1440	-1710	-1980	4	1
834	宗师魔力洞察	巨量增加牧师法抗	8	7	-1080	-1404	-1728	-2052	-2376	5	1
835	初级灵魂护壳	微量增加牧师物抗	8	6	-360	-468	-576	-684	-792	1	1
836	中级灵魂护壳	少量增加牧师物抗	8	6	-540	-702	-864	-1026	-1188	2	1
837	高级灵魂护壳	中量增加牧师物抗	8	6	-720	-936	-1152	-1368	-1584	3	1
838	大师灵魂护壳	大量增加牧师物抗	8	6	-900	-1170	-1440	-1710	-1980	4	1
839	宗师灵魂护壳	巨量增加牧师物抗	8	6	-1080	-1404	-1728	-2052	-2376	5	1
840	初级虚空转移	微量增加牧师韧性	8	9	360	468	576	684	792	1	1
841	中级虚空转移	少量增加牧师韧性	8	9	540	702	864	1026	1188	2	1
842	高级虚空转移	中量增加牧师韧性	8	9	720	936	1152	1368	1584	3	1
843	大师虚空转移	大量增加牧师韧性	8	9	900	1170	1440	1710	1980	4	1
844	宗师虚空转移	巨量增加牧师韧性	8	9	1080	1404	1728	2052	2376	5	1
845	初级愈合祷言	微量增加牧师被治疗	8	8	720	936	1152	1368	1584	1	1
846	中级愈合祷言	少量增加牧师被治疗	8	8	1080	1404	1728	2052	2376	2	1
847	高级愈合祷言	中量增加牧师被治疗	8	8	1440	1872	2304	2736	3168	3	1
848	大师愈合祷言	大量增加牧师被治疗	8	8	1800	2340	2880	3420	3960	4	1
849	宗师愈合祷言	巨量增加牧师被治疗	8	8	2160	2808	3456	4104	4752	5	1
850		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
851		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
852		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
853		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
854		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
855		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
856		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
857		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
858		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
859		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
860		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
861		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
862		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
863		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
864		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
865		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
866		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
867		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
868		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
869		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
870		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
871		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
872		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
873		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
874		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
875		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
876		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
877		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
878		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
879		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
880		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
881		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
882		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
883		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
884		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
885		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
886		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
887		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
888		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
889		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
890		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
891		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
892		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
893		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
894		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
895		微量增加牧师0	8	0	720	936	1152	1368	1584	1	1
896		少量增加牧师0	8	0	1080	1404	1728	2052	2376	2	1
897		中量增加牧师0	8	0	1440	1872	2304	2736	3168	3	1
898		大量增加牧师0	8	0	1800	2340	2880	3420	3960	4	1
899		巨量增加牧师0	8	0	2160	2808	3456	4104	4752	5	1
900	初级暗影打击	微量增加术士物攻伤害	9	3	360	468	576	684	792	1	1
901	中级暗影打击	少量增加术士物攻伤害	9	3	540	702	864	1026	1188	2	1
902	高级暗影打击	中量增加术士物攻伤害	9	3	720	936	1152	1368	1584	3	1
903	大师暗影打击	大量增加术士物攻伤害	9	3	900	1170	1440	1710	1980	4	1
904	宗师暗影打击	巨量增加术士物攻伤害	9	3	1080	1404	1728	2052	2376	5	1
905	初级黑暗契约	微量增加术士法攻伤害	9	4	360	468	576	684	792	1	1
906	中级黑暗契约	少量增加术士法攻伤害	9	4	540	702	864	1026	1188	2	1
907	高级黑暗契约	中量增加术士法攻伤害	9	4	720	936	1152	1368	1584	3	1
908	大师黑暗契约	大量增加术士法攻伤害	9	4	900	1170	1440	1710	1980	4	1
909	宗师黑暗契约	巨量增加术士法攻伤害	9	4	1080	1404	1728	2052	2376	5	1
910	初级生命通道	微量增加术士治疗效果	9	5	360	468	576	684	792	1	1
911	中级生命通道	少量增加术士治疗效果	9	5	540	702	864	1026	1188	2	1
912	高级生命通道	中量增加术士治疗效果	9	5	720	936	1152	1368	1584	3	1
913	大师生命通道	大量增加术士治疗效果	9	5	900	1170	1440	1710	1980	4	1
914	宗师生命通道	巨量增加术士治疗效果	9	5	1080	1404	1728	2052	2376	5	1
915	初级魔力共鸣	微量增加术士暴击几率	9	0	360	468	576	684	792	1	1
916	中级魔力共鸣	少量增加术士暴击几率	9	0	540	702	864	1026	1188	2	1
917	高级魔力共鸣	中量增加术士暴击几率	9	0	720	936	1152	1368	1584	3	1
918	大师魔力共鸣	大量增加术士暴击几率	9	0	900	1170	1440	1710	1980	4	1
919	宗师魔力共鸣	巨量增加术士暴击几率	9	0	1080	1404	1728	2052	2376	5	1
920	初级黑暗指引	微量增加术士命中几率	9	1	360	468	576	684	792	1	1
921	中级黑暗指引	少量增加术士命中几率	9	1	540	702	864	1026	1188	2	1
922	高级黑暗指引	中量增加术士命中几率	9	1	720	936	1152	1368	1584	3	1
923	大师黑暗指引	大量增加术士命中几率	9	1	900	1170	1440	1710	1980	4	1
924	宗师黑暗指引	巨量增加术士命中几率	9	1	1080	1404	1728	2052	2376	5	1
925	初级暗影守护	微量增加术士闪避几率	9	2	288	374.4	460.8	547.2	633.6	1	1
926	中级暗影守护	少量增加术士闪避几率	9	2	432	561.6	691.2	820.8	950.4	2	1
927	高级暗影守护	中量增加术士闪避几率	9	2	576	748.8	921.6	1094.4	1267.2	3	1
928	大师暗影守护	大量增加术士闪避几率	9	2	720	936	1152	1368	1584	4	1
929	宗师暗影守护	巨量增加术士闪避几率	9	2	864	1123.2	1382.4	1641.6	1900.8	5	1
930	初级黑暗学识	微量增加术士法抗	9	7	-360	-468	-576	-684	-792	1	1
931	中级黑暗学识	少量增加术士法抗	9	7	-540	-702	-864	-1026	-1188	2	1
932	高级黑暗学识	中量增加术士法抗	9	7	-720	-936	-1152	-1368	-1584	3	1
933	大师黑暗学识	大量增加术士法抗	9	7	-900	-1170	-1440	-1710	-1980	4	1
934	宗师黑暗学识	巨量增加术士法抗	9	7	-1080	-1404	-1728	-2052	-2376	5	1
935	初级骸骨之盾	微量增加术士物抗	9	6	-360	-468	-576	-684	-792	1	1
936	中级骸骨之盾	少量增加术士物抗	9	6	-540	-702	-864	-1026	-1188	2	1
937	高级骸骨之盾	中量增加术士物抗	9	6	-720	-936	-1152	-1368	-1584	3	1
938	大师骸骨之盾	大量增加术士物抗	9	6	-900	-1170	-1440	-1710	-1980	4	1
939	宗师骸骨之盾	巨量增加术士物抗	9	6	-1080	-1404	-1728	-2052	-2376	5	1
940	初级暗影之盾	微量增加术士韧性	9	9	360	468	576	684	792	1	1
941	中级暗影之盾	少量增加术士韧性	9	9	540	702	864	1026	1188	2	1
942	高级暗影之盾	中量增加术士韧性	9	9	720	936	1152	1368	1584	3	1
943	大师暗影之盾	大量增加术士韧性	9	9	900	1170	1440	1710	1980	4	1
944	宗师暗影之盾	巨量增加术士韧性	9	9	1080	1404	1728	2052	2376	5	1
945	初级血之气息	微量增加术士被治疗	9	8	720	936	1152	1368	1584	1	1
946	中级血之气息	少量增加术士被治疗	9	8	1080	1404	1728	2052	2376	2	1
947	高级血之气息	中量增加术士被治疗	9	8	1440	1872	2304	2736	3168	3	1
948	大师血之气息	大量增加术士被治疗	9	8	1800	2340	2880	3420	3960	4	1
949	宗师血之气息	巨量增加术士被治疗	9	8	2160	2808	3456	4104	4752	5	1
950		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
951		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
952		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
953		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
954		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
955		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
956		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
957		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
958		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
959		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
960		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
961		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
962		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
963		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
964		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
965		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
966		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
967		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
968		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
969		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
970		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
971		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
972		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
973		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
974		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
975		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
976		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
977		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
978		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
979		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
980		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
981		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
982		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
983		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
984		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
985		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
986		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
987		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
988		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
989		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
990		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
991		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
992		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
993		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
994		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
995		微量增加术士0	9	0	720	936	1152	1368	1584	1	1
996		少量增加术士0	9	0	1080	1404	1728	2052	2376	2	1
997		中量增加术士0	9	0	1440	1872	2304	2736	3168	3	1
998		大量增加术士0	9	0	1800	2340	2880	3420	3960	4	1
999		巨量增加术士0	9	0	2160	2808	3456	4104	4752	5	1
